title,description,category
Penerangan taman redup taman,"PJU di Jl. Melati 1 padam sejak 2 hari, terutama pada siang. Menyebabkan area gelap dan menyebabkan banjir kecil. Mohon perbaikan.",LIGHTING
Kerja bakti rutin gang utama,Mohon dipertimbangkan program pelatihan APAR di RT 09 RW 05 Kel. Flamboyan untuk mencegah membahayakan pejalan kaki.,SUGGESTION
Poster liar dan vandalisme balai warga,Tumpukan ranting tiap akhir pekan tidak diangkut sejak 4 hari. Area RT 04 RW 05 menjadi kotor dan menyebabkan bau menyengat.,CLEANLINESS
Bau comberan perempatan,"Setelah hujan 2 hari, saluran mengalami masalah. Terjadi hambatan aliran dan rawan kecelakaan.",ENVIRONMENT
Bau menyengat dari tumpukan sampah lapangan komplek,Tumpukan sampah rumah tangga setiap hari tidak diangkut sejak 7 hari. Area RT 06 RW 04 menjadi kotor dan membahayakan pejalan kaki.,CLEANLINESS
Usulan bank sampah perempatan,Mohon dipertimbangkan program kerja bakti bulanan di RT 08 RW 04 Kel. Mawar untuk mencegah mengundang nyamuk.,SUGGESTION
Tempat sampah terpilah lapangan komplek,Mohon dipertimbangkan program one gate system di RT 07 RW 05 Kel. Teratai untuk mencegah mengundang nyamuk.,SUGGESTION
Poster liar dan vandalisme jembatan kecil,Tumpukan sampah rumah tangga hampir tiap hari tidak diangkut sejak 2 hari. Area RT 07 RW 03 menjadi kotor dan menghambat akses darurat.,CLEANLINESS
Kabel listrik semrawut lapangan komplek,Pasokan air bermasalah tiap akhir pekan sejak 6 hari di Jl. Melati 6. Dampak: rawan kecelakaan. Mohon pengecekan meter/pompa.,UTILITIES
Marka jalan pudar taman,RT 03 RW 03 Jl. Melati 2 di Kel. Mawar mengalami kerusakan parah selama 5 hari. Lubang berdiameter 60 cm membuat jalan licin.,INFRASTRUCTURE
Bahu jalan longsor gang utama,RT 10 RW 04 Jl. Anggrek 1 di Kel. Teratai mengalami kerusakan sedang selama 2 hari. Lubang berdiameter 140 cm rawan kecelakaan.,INFRASTRUCTURE
Kabel listrik semrawut perempatan,Pasokan air bermasalah seminggu sekali sejak 4 hari di Jl. Kenanga 3. Dampak: mengganggu aktivitas warga. Mohon pengecekan meter/pompa.,UTILITIES
Temuan dompet depan masjid,Informasi umum: administrasi. Lokasi RT 01 RW 03 Kel. Teratai. Mohon tindak lanjut.,OTHER
Banjir genangan taman,"Setelah hujan 6 hari, pohon besar mengalami masalah. Terjadi hambatan aliran dan mengakibatkan area gelap.",ENVIRONMENT
Orang asing mencurigakan pasar,Kejadian aksi mencurigakan terjadi setiap hari pada sore di RT 09 RW 05 Kel. Flamboyan. Kondisi menghambat akses darurat.,SECURITY
Usulan bank sampah lapangan komplek,Mohon dipertimbangkan program pelatihan APAR di RT 01 RW 04 Kel. Anyelir untuk mencegah mengundang nyamuk.,SUGGESTION
Panel PJU terbuka lapangan komplek,"PJU di Jl. Melati 2 padam sejak 14 hari, terutama pada sore. Menyebabkan area gelap dan mengundang nyamuk. Mohon perbaikan.",LIGHTING
Trotoar rusak pasar,RT 06 RW 03 Jl. Melati 3 di Kel. Flamboyan mengalami kerusakan ringan selama 4 hari. Lubang berdiameter 140 cm mengganggu aktivitas warga.,INFRASTRUCTURE
Bahu jalan longsor dekat sekolah,RT 09 RW 02 Jl. Anggrek 2 di Kel. Teratai mengalami kerusakan ringan selama 7 hari. Lubang berdiameter 120 cm membuat jalan licin.,INFRASTRUCTURE
Eceng gondok menutup kali lapangan komplek,"Setelah hujan 4 hari, pohon besar mengalami masalah. Terjadi genangan dan mengakibatkan area gelap.",ENVIRONMENT
Air PDAM sering mati samping pos ronda,Pasokan listrik bermasalah setiap hari sejak 6 hari di Jl. Anggrek 2. Dampak: mengundang nyamuk. Mohon pengecekan meter/pompa.,UTILITIES
Usulan bank sampah taman,Mohon dipertimbangkan program rak sepeda di RT 10 RW 01 Kel. Teratai untuk mencegah menyebabkan bau menyengat.,SUGGESTION
Tekanan air sangat kecil gang utama,Pasokan listrik bermasalah setiap hari sejak 2 hari di Jl. Anggrek 1. Dampak: menghambat akses darurat. Mohon pengecekan meter/pompa.,UTILITIES
Tiang lampu miring samping pos ronda,"PJU di Jl. Anggrek 3 padam sejak 1 hari, terutama pada sore. Menyebabkan area gelap dan membuat jalan licin. Mohon perbaikan.",LIGHTING
Bau menyengat dari tumpukan sampah dekat sekolah,Tumpukan daun kering tiap akhir pekan tidak diangkut sejak 10 hari. Area RT 06 RW 04 menjadi kotor dan membahayakan pejalan kaki.,CLEANLINESS
Tiang lampu miring taman,"PJU di Jl. Melati 7 padam sejak 4 hari, terutama pada siang. Menyebabkan area gelap dan menyebabkan bau menyengat. Mohon perbaikan.",LIGHTING
Temuan dompet gang utama,Informasi umum: hewan liar masuk rumah. Lokasi RT 06 RW 02 Kel. Mawar. Mohon tindak lanjut.,OTHER
Penerangan taman redup dekat sekolah,"PJU di Jl. Anggrek 1 padam sejak 6 hari, terutama pada malam. Menyebabkan area gelap dan mengakibatkan area gelap. Mohon perbaikan.",LIGHTING
Temuan dompet balai warga,Informasi umum: pinjam fasilitas. Lokasi RT 09 RW 05 Kel. Cempaka. Mohon tindak lanjut.,OTHER
Kurang tempat sampah perempatan,Tumpukan plastik tiap akhir pekan tidak diangkut sejak 2 hari. Area RT 09 RW 05 menjadi kotor dan mengganggu aktivitas warga.,CLEANLINESS
Kurang tempat sampah pasar,Tumpukan daun kering tiap akhir pekan tidak diangkut sejak 1 hari. Area RT 02 RW 01 menjadi kotor dan menyebabkan banjir kecil.,CLEANLINESS
Eceng gondok menutup kali jembatan kecil,"Setelah hujan 3 hari, kali mengalami masalah. Terjadi hambatan aliran dan menyebabkan banjir kecil.",ENVIRONMENT
Tekanan air sangat kecil pasar,Pasokan listrik bermasalah tiap akhir pekan sejak 14 hari di Jl. Kenanga 2. Dampak: mengundang nyamuk. Mohon pengecekan meter/pompa.,UTILITIES
Air PDAM sering mati balai warga,Pasokan air bermasalah hampir tiap hari sejak 6 hari di Jl. Kenanga 5. Dampak: menyebabkan bau menyengat. Mohon pengecekan meter/pompa.,UTILITIES
Kucing hilang dicari pemilik pasar,Informasi umum: barang hilang/temuan. Lokasi RT 08 RW 01 Kel. Flamboyan. Mohon tindak lanjut.,OTHER
Lampu jalan mati taman,"PJU di Jl. Melati 3 padam sejak 2 hari, terutama pada sore. Menyebabkan area gelap dan menyebabkan banjir kecil. Mohon perbaikan.",LIGHTING
Tempat sampah terpilah jembatan kecil,Mohon dipertimbangkan program taman baca di RT 03 RW 03 Kel. Flamboyan untuk mencegah mengakibatkan area gelap.,SUGGESTION
Balap liar pasar,Kejadian aksi mencurigakan terjadi seminggu sekali pada malam di RT 01 RW 05 Kel. Teratai. Kondisi mengganggu aktivitas warga.,SECURITY
Bahu jalan longsor balai warga,RT 08 RW 05 Jl. Melati 1 di Kel. Mawar mengalami kerusakan ringan selama 5 hari. Lubang berdiameter 80 cm mengganggu aktivitas warga.,INFRASTRUCTURE
Jalan berlubang dekat sekolah,RT 03 RW 05 Jl. Melati 2 di Kel. Cempaka mengalami kerusakan parah selama 14 hari. Lubang berdiameter 60 cm mengakibatkan area gelap.,INFRASTRUCTURE
Parkir liar tutup akses jembatan kecil,Kejadian aksi mencurigakan terjadi seminggu sekali pada sore di RT 02 RW 01 Kel. Mawar. Kondisi mengakibatkan area gelap.,SECURITY
Marka jalan pudar jembatan kecil,RT 10 RW 01 Jl. Kenanga 2 di Kel. Anyelir mengalami kerusakan ringan selama 3 hari. Lubang berdiameter 170 cm mengundang nyamuk.,INFRASTRUCTURE
Permintaan pinjam kursi taman,Informasi umum: pinjam fasilitas. Lokasi RT 10 RW 01 Kel. Teratai. Mohon tindak lanjut.,OTHER
Kabel listrik semrawut dekat sekolah,Pasokan listrik bermasalah setiap hari sejak 2 hari di Jl. Kenanga 3. Dampak: rawan kecelakaan. Mohon pengecekan meter/pompa.,UTILITIES
Pohon tumbang/miring lapangan komplek,"Setelah hujan 1 hari, saluran mengalami masalah. Terjadi hambatan aliran dan menghambat akses darurat.",ENVIRONMENT
Temuan dompet jembatan kecil,Informasi umum: hewan liar masuk rumah. Lokasi RT 08 RW 01 Kel. Anyelir. Mohon tindak lanjut.,OTHER
Keluhan suara genset perempatan,Informasi umum: hewan liar masuk rumah. Lokasi RT 01 RW 05 Kel. Mawar. Mohon tindak lanjut.,OTHER
Kap lampu pecah samping pos ronda,"PJU di Jl. Anggrek 2 padam sejak 2 hari, terutama pada sore. Menyebabkan area gelap dan menyebabkan banjir kecil. Mohon perbaikan.",LIGHTING
Poster liar dan vandalisme gang utama,Tumpukan ranting hampir tiap hari tidak diangkut sejak 7 hari. Area RT 03 RW 02 menjadi kotor dan membahayakan pejalan kaki.,CLEANLINESS
Jalan berlubang gang utama,RT 01 RW 01 Jl. Anggrek 4 di Kel. Anyelir mengalami kerusakan parah selama 3 hari. Lubang berdiameter 30 cm mengundang nyamuk.,INFRASTRUCTURE
Limbah rumah tangga ke parit perempatan,"Setelah hujan 2 hari, kali mengalami masalah. Terjadi genangan dan mengakibatkan area gelap.",ENVIRONMENT
Permohonan surat pengantar balai warga,Informasi umum: hewan liar masuk rumah. Lokasi RT 07 RW 01 Kel. Cempaka. Mohon tindak lanjut.,OTHER
Listrik padam saat hujan lapangan komplek,Pasokan listrik bermasalah hampir tiap hari sejak 6 hari di Jl. Anggrek 3. Dampak: membahayakan pejalan kaki. Mohon pengecekan meter/pompa.,UTILITIES
Penutup got hilang balai warga,RT 09 RW 02 Jl. Anggrek 2 di Kel. Mawar mengalami kerusakan ringan selama 10 hari. Lubang berdiameter 130 cm rawan kecelakaan.,INFRASTRUCTURE
Kebocoran pipa air gang utama,Pasokan air bermasalah tiap akhir pekan sejak 7 hari di Jl. Kenanga 2. Dampak: mengundang nyamuk. Mohon pengecekan meter/pompa.,UTILITIES
Penerangan taman redup dekat sekolah,"PJU di Jl. Anggrek 3 padam sejak 10 hari, terutama pada malam. Menyebabkan area gelap dan membahayakan pejalan kaki. Mohon perbaikan.",LIGHTING
Listrik padam saat hujan gang utama,Pasokan listrik bermasalah seminggu sekali sejak 5 hari di Jl. Kenanga 2. Dampak: mengundang nyamuk. Mohon pengecekan meter/pompa.,UTILITIES
Limbah rumah tangga ke parit dekat sekolah,"Setelah hujan 4 hari, kali mengalami masalah. Terjadi longsor kecil dan rawan kecelakaan.",ENVIRONMENT
Kap lampu pecah taman,"PJU di Jl. Anggrek 4 padam sejak 3 hari, terutama pada sore. Menyebabkan area gelap dan mengundang nyamuk. Mohon perbaikan.",LIGHTING
Keributan warga mabuk depan masjid,Kejadian penjambretan terjadi hampir tiap hari pada malam di RT 09 RW 03 Kel. Teratai. Kondisi membuat jalan licin.,SECURITY
Orang asing mencurigakan gang utama,Kejadian penjambretan terjadi setiap hari pada pagi di RT 04 RW 04 Kel. Mawar. Kondisi membuat jalan licin.,SECURITY
Abu pembakaran sampah mengganggu pasar,Tumpukan daun kering setiap hari tidak diangkut sejak 6 hari. Area RT 05 RW 05 menjadi kotor dan menyebabkan banjir kecil.,CLEANLINESS
Orang asing mencurigakan taman,Kejadian penjambretan terjadi hampir tiap hari pada pagi di RT 08 RW 04 Kel. Anyelir. Kondisi membahayakan pejalan kaki.,SECURITY
Banjir genangan pasar,"Setelah hujan 2 hari, kali mengalami masalah. Terjadi genangan dan membahayakan pejalan kaki.",ENVIRONMENT
Temuan dompet dekat sekolah,Informasi umum: pinjam fasilitas. Lokasi RT 10 RW 03 Kel. Cempaka. Mohon tindak lanjut.,OTHER
Listrik padam saat hujan balai warga,Pasokan air bermasalah setiap hari sejak 3 hari di Jl. Anggrek 3. Dampak: mengganggu aktivitas warga. Mohon pengecekan meter/pompa.,UTILITIES
Trotoar rusak lapangan komplek,RT 09 RW 04 Jl. Melati 6 di Kel. Flamboyan mengalami kerusakan ringan selama 2 hari. Lubang berdiameter 140 cm menyebabkan banjir kecil.,INFRASTRUCTURE
Penerangan taman redup samping pos ronda,"PJU di Jl. Melati 6 padam sejak 6 hari, terutama pada pagi. Menyebabkan area gelap dan menyebabkan banjir kecil. Mohon perbaikan.",LIGHTING
Kabel listrik semrawut taman,Pasokan listrik bermasalah hampir tiap hari sejak 10 hari di Jl. Melati 4. Dampak: membahayakan pejalan kaki. Mohon pengecekan meter/pompa.,UTILITIES
Kabel listrik semrawut jembatan kecil,Pasokan listrik bermasalah setiap hari sejak 2 hari di Jl. Melati 2. Dampak: rawan kecelakaan. Mohon pengecekan meter/pompa.,UTILITIES
Pohon tumbang/miring taman,"Setelah hujan 6 hari, kali mengalami masalah. Terjadi hambatan aliran dan rawan kecelakaan.",ENVIRONMENT
Saran pemasangan speed bump samping pos ronda,Mohon dipertimbangkan program bank sampah di RT 03 RW 05 Kel. Anyelir untuk mencegah menyebabkan banjir kecil.,SUGGESTION
Listrik padam saat hujan balai warga,Pasokan listrik bermasalah tiap akhir pekan sejak 4 hari di Jl. Anggrek 2. Dampak: menyebabkan bau menyengat. Mohon pengecekan meter/pompa.,UTILITIES
Program taman baca perempatan,Mohon dipertimbangkan program pelatihan APAR di RT 05 RW 02 Kel. Flamboyan untuk mencegah rawan kecelakaan.,SUGGESTION
Kebocoran pipa air jembatan kecil,Pasokan air bermasalah seminggu sekali sejak 7 hari di Jl. Melati 5. Dampak: mengakibatkan area gelap. Mohon pengecekan meter/pompa.,UTILITIES
Parkir liar tutup akses pasar,Kejadian pencurian terjadi seminggu sekali pada siang di RT 06 RW 02 Kel. Flamboyan. Kondisi menyebabkan bau menyengat.,SECURITY
Parkir liar tutup akses lapangan komplek,Kejadian aksi mencurigakan terjadi setiap hari pada pagi di RT 10 RW 05 Kel. Mawar. Kondisi membuat jalan licin.,SECURITY
Penerangan taman redup gang utama,"PJU di Jl. Melati 6 padam sejak 2 hari, terutama pada malam. Menyebabkan area gelap dan menghambat akses darurat. Mohon perbaikan.",LIGHTING
Abu pembakaran sampah mengganggu lapangan komplek,Tumpukan daun kering tiap akhir pekan tidak diangkut sejak 4 hari. Area RT 09 RW 03 menjadi kotor dan menyebabkan bau menyengat.,CLEANLINESS
Marka jalan pudar lapangan komplek,RT 05 RW 05 Jl. Kenanga 5 di Kel. Teratai mengalami kerusakan parah selama 14 hari. Lubang berdiameter 130 cm mengakibatkan area gelap.,INFRASTRUCTURE
Kap lampu pecah pasar,"PJU di Jl. Kenanga 2 padam sejak 7 hari, terutama pada malam. Menyebabkan area gelap dan mengakibatkan area gelap. Mohon perbaikan.",LIGHTING
Bau menyengat dari tumpukan sampah lapangan komplek,Tumpukan sampah rumah tangga seminggu sekali tidak diangkut sejak 5 hari. Area RT 02 RW 01 menjadi kotor dan rawan kecelakaan.,CLEANLINESS
Trotoar rusak dekat sekolah,RT 09 RW 03 Jl. Melati 3 di Kel. Anyelir mengalami kerusakan parah selama 14 hari. Lubang berdiameter 180 cm mengundang nyamuk.,INFRASTRUCTURE
Bau comberan lapangan komplek,"Setelah hujan 7 hari, saluran mengalami masalah. Terjadi hambatan aliran dan rawan kecelakaan.",ENVIRONMENT
Program taman baca perempatan,Mohon dipertimbangkan program rak sepeda di RT 08 RW 05 Kel. Cempaka untuk mencegah mengundang nyamuk.,SUGGESTION
Eceng gondok menutup kali balai warga,"Setelah hujan 4 hari, saluran mengalami masalah. Terjadi longsor kecil dan mengganggu aktivitas warga.",ENVIRONMENT
Limbah rumah tangga ke parit pasar,"Setelah hujan 6 hari, kali mengalami masalah. Terjadi longsor kecil dan membuat jalan licin.",ENVIRONMENT
Tiang lampu miring lapangan komplek,"PJU di Jl. Melati 2 padam sejak 14 hari, terutama pada siang. Menyebabkan area gelap dan mengganggu aktivitas warga. Mohon perbaikan.",LIGHTING
Jalan berlubang perempatan,RT 06 RW 04 Jl. Melati 6 di Kel. Teratai mengalami kerusakan ringan selama 14 hari. Lubang berdiameter 20 cm mengakibatkan area gelap.,INFRASTRUCTURE
Tekanan air sangat kecil samping pos ronda,Pasokan air bermasalah hampir tiap hari sejak 5 hari di Jl. Melati 5. Dampak: menyebabkan banjir kecil. Mohon pengecekan meter/pompa.,UTILITIES
Limbah rumah tangga ke parit dekat sekolah,"Setelah hujan 5 hari, tanah tebing mengalami masalah. Terjadi hambatan aliran dan mengakibatkan area gelap.",ENVIRONMENT
Keluhan suara genset dekat sekolah,Informasi umum: hewan liar masuk rumah. Lokasi RT 05 RW 03 Kel. Cempaka. Mohon tindak lanjut.,OTHER
Bau menyengat dari tumpukan sampah dekat sekolah,Tumpukan plastik tiap akhir pekan tidak diangkut sejak 6 hari. Area RT 10 RW 01 menjadi kotor dan mengundang nyamuk.,CLEANLINESS
Jembatan kecil rapuh balai warga,RT 05 RW 01 Jl. Melati 3 di Kel. Teratai mengalami kerusakan sedang selama 1 hari. Lubang berdiameter 20 cm menghambat akses darurat.,INFRASTRUCTURE
Keributan warga mabuk perempatan,Kejadian aksi mencurigakan terjadi seminggu sekali pada siang di RT 09 RW 05 Kel. Teratai. Kondisi menghambat akses darurat.,SECURITY
Temuan dompet jembatan kecil,Informasi umum: barang hilang/temuan. Lokasi RT 06 RW 03 Kel. Mawar. Mohon tindak lanjut.,OTHER
Program taman baca samping pos ronda,Mohon dipertimbangkan program pelatihan APAR di RT 07 RW 02 Kel. Flamboyan untuk mencegah menyebabkan banjir kecil.,SUGGESTION
Tekanan air sangat kecil perempatan,Pasokan air bermasalah setiap hari sejak 7 hari di Jl. Kenanga 3. Dampak: menghambat akses darurat. Mohon pengecekan meter/pompa.,UTILITIES
Keributan warga mabuk balai warga,Kejadian pencurian terjadi hampir tiap hari pada pagi di RT 08 RW 01 Kel. Mawar. Kondisi mengakibatkan area gelap.,SECURITY
Paving bergelombang samping pos ronda,RT 08 RW 01 Jl. Kenanga 4 di Kel. Cempaka mengalami kerusakan parah selama 2 hari. Lubang berdiameter 190 cm mengundang nyamuk.,INFRASTRUCTURE
Kabel listrik semrawut perempatan,Pasokan air bermasalah hampir tiap hari sejak 3 hari di Jl. Kenanga 2. Dampak: mengganggu aktivitas warga. Mohon pengecekan meter/pompa.,UTILITIES
Penerangan taman redup samping pos ronda,"PJU di Jl. Melati 6 padam sejak 10 hari, terutama pada pagi. Menyebabkan area gelap dan mengganggu aktivitas warga. Mohon perbaikan.",LIGHTING
Parkir liar tutup akses samping pos ronda,Kejadian penjambretan terjadi tiap akhir pekan pada siang di RT 08 RW 04 Kel. Anyelir. Kondisi menyebabkan banjir kecil.,SECURITY
Orang asing mencurigakan jembatan kecil,Kejadian balap liar terjadi seminggu sekali pada pagi di RT 10 RW 04 Kel. Mawar. Kondisi mengganggu aktivitas warga.,SECURITY
Permohonan surat pengantar pasar,Informasi umum: barang hilang/temuan. Lokasi RT 08 RW 04 Kel. Teratai. Mohon tindak lanjut.,OTHER
CCTV pos ronda mati jembatan kecil,Kejadian pencurian terjadi seminggu sekali pada sore di RT 01 RW 03 Kel. Teratai. Kondisi membahayakan pejalan kaki.,SECURITY
Kap lampu pecah jembatan kecil,"PJU di Jl. Kenanga 1 padam sejak 10 hari, terutama pada sore. Menyebabkan area gelap dan membahayakan pejalan kaki. Mohon perbaikan.",LIGHTING
Bau comberan taman,"Setelah hujan 6 hari, tanah tebing mengalami masalah. Terjadi genangan dan membahayakan pejalan kaki.",ENVIRONMENT
Kebocoran pipa air gang utama,Pasokan air bermasalah seminggu sekali sejak 1 hari di Jl. Melati 4. Dampak: mengakibatkan area gelap. Mohon pengecekan meter/pompa.,UTILITIES
CCTV pos ronda mati samping pos ronda,Kejadian balap liar terjadi setiap hari pada siang di RT 07 RW 04 Kel. Flamboyan. Kondisi mengundang nyamuk.,SECURITY
Marka jalan pudar depan masjid,RT 05 RW 04 Jl. Melati 2 di Kel. Anyelir mengalami kerusakan sedang selama 3 hari. Lubang berdiameter 40 cm menyebabkan bau menyengat.,INFRASTRUCTURE
Panel PJU terbuka perempatan,"PJU di Jl. Kenanga 4 padam sejak 5 hari, terutama pada malam. Menyebabkan area gelap dan rawan kecelakaan. Mohon perbaikan.",LIGHTING
Permohonan surat pengantar dekat sekolah,Informasi umum: barang hilang/temuan. Lokasi RT 07 RW 04 Kel. Flamboyan. Mohon tindak lanjut.,OTHER
Tekanan air sangat kecil balai warga,Pasokan listrik bermasalah tiap akhir pekan sejak 10 hari di Jl. Kenanga 2. Dampak: mengakibatkan area gelap. Mohon pengecekan meter/pompa.,UTILITIES
Balap liar perempatan,Kejadian keributan terjadi setiap hari pada sore di RT 04 RW 03 Kel. Mawar. Kondisi mengakibatkan area gelap.,SECURITY
Kucing hilang dicari pemilik perempatan,Informasi umum: pinjam fasilitas. Lokasi RT 01 RW 01 Kel. Cempaka. Mohon tindak lanjut.,OTHER
Jalan berlubang jembatan kecil,RT 01 RW 04 Jl. Kenanga 4 di Kel. Anyelir mengalami kerusakan sedang selama 1 hari. Lubang berdiameter 40 cm menyebabkan banjir kecil.,INFRASTRUCTURE
Kebocoran pipa air lapangan komplek,Pasokan air bermasalah seminggu sekali sejak 4 hari di Jl. Melati 1. Dampak: membahayakan pejalan kaki. Mohon pengecekan meter/pompa.,UTILITIES
Kerja bakti rutin taman,Mohon dipertimbangkan program rak sepeda di RT 02 RW 04 Kel. Mawar untuk mencegah menyebabkan banjir kecil.,SUGGESTION
